team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
TEX,10,15,5,9,1,0,1.0
BOS,12,16,4,0,1,0,1.0
TOR,2,3,1,11,0,1,0.0
MIN,8,10,2,3,1,0,1.0
ANA,3,7,1,8,0,1,0.0
NYA,11,12,3,3,1,0,1.0
BAL,4,8,1,11,0,1,0.0
PHI,2,6,0,3,0,1,0.0
CHN,3,10,0,2,1,0,1.0
OAK,5,7,2,3,1,0,1.0
CLE,3,4,2,5,0,1,0.0
MIA,5,10,2,2,1,0,1.0
DET,4,5,1,5,0,1,0.0
CHA,1,1,1,5,0,1,0.0
HOU,5,8,1,1,1,0,1.0
CIN,3,4,0,0,1,0,1.0
MIL,0,6,0,3,0,1,0.0
WAS,5,8,2,6,0,1,0.0
NYN,6,8,2,5,1,0,1.0
COL,5,10,1,0,1,0,1.0
PIT,0,3,0,4,0,1,0.0
ARI,2,5,2,3,0,1,0.0
SDN,3,4,1,2,1,0,1.0
ATL,3,11,0,4,0,1,0.0
SFN,4,9,0,3,1,0,1.0
LAN,7,12,0,3,1,0,1.0
TBA,3,10,0,6,0,1,0.0
SEA,3,6,1,5,0,1,0.0
TEX,5,8,1,3,1,0,1.0
BOS,3,7,3,10,0,1,0.0
TOR,10,11,3,3,1,0,1.0
NYA,7,13,5,4,1,0,1.0
BAL,5,7,2,7,0,1,0.0
PHI,4,13,1,8,0,1,0.0
CHN,8,8,3,4,1,0,1.0
OAK,7,13,2,2,1,0,1.0
CLE,2,8,1,6,0,1,0.0
MIA,6,11,2,2,1,0,1.0
DET,3,10,0,6,0,1,0.0
CHA,9,10,4,4,1,0,1.0
HOU,4,12,1,9,0,1,0.0
CIN,9,11,2,9,0,1,0.0
MIL,11,12,3,9,1,0,1.0
WAS,1,3,1,6,0,1,0.0
NYN,6,7,1,1,1,0,1.0
COL,9,16,2,3,1,0,1.0
PIT,3,8,1,9,0,1,0.0
ARI,2,6,0,5,0,1,0.0
SDN,5,12,0,2,1,0,1.0
ATL,9,7,3,2,1,0,1.0
SFN,2,6,1,3,0,1,0.0
KCA,8,8,1,2,1,0,1.0
SLN,2,4,0,7,0,1,0.0
KCA,3,8,1,10,0,1,0.0
SLN,10,12,4,3,1,0,1.0
LAN,1,5,1,8,0,1,0.0
TBA,8,10,3,1,1,0,1.0
SEA,1,7,0,1,0,1,0.0
TEX,2,8,1,1,1,0,1.0
BOS,6,10,3,5,1,0,1.0
TOR,5,11,3,6,0,1,0.0
MIN,16,17,8,7,1,0,1.0
ANA,7,10,3,16,0,1,0.0
NYA,6,8,2,5,1,0,1.0
BAL,5,8,1,6,0,1,0.0
PHI,9,12,2,7,1,0,1.0
CHN,7,11,2,6,0,1,0.0
TBA,7,14,4,2,1,0,1.0
CLE,2,4,0,7,0,1,0.0
MIA,5,7,1,2,1,0,1.0
DET,2,11,0,0,0,1,0.0
CHA,4,11,1,0,1,0,1.0
HOU,0,4,0,3,0,1,0.0
WAS,4,13,0,5,0,1,0.0
NYN,6,7,1,4,1,0,1.0
COL,6,11,0,12,0,1,0.0
PIT,14,15,4,6,1,0,1.0
ATL,5,11,2,4,1,0,1.0
SFN,4,7,1,5,0,1,0.0
BOS,8,15,1,2,1,0,1.0
TOR,2,5,1,8,0,1,0.0
TEX,4,7,1,3,1,0,1.0
ANA,3,7,2,3,0,1,0.0
CIN,6,11,2,5,1,0,1.0
CHN,5,8,3,6,0,1,0.0
TBA,1,6,0,3,0,1,0.0
CLE,3,6,1,1,1,0,1.0
BAL,6,10,3,8,0,1,0.0
COL,8,14,4,6,1,0,1.0
BOS,3,7,3,2,0,1,0.0
HOU,4,4,1,3,1,0,1.0
PHI,6,11,1,4,1,0,1.0
MIL,4,8,2,6,0,1,0.0
CHA,4,9,0,10,0,1,0.0
MIN,11,12,3,1,1,0,1.0
DET,9,14,2,8,1,0,1.0
NYN,8,11,5,9,0,1,0.0
SEA,2,10,0,5,0,1,0.0
OAK,6,8,3,2,1,0,1.0
LAN,10,13,2,2,1,0,1.0
PIT,2,7,0,10,0,1,0.0
ARI,18,21,4,2,1,0,1.0
SFN,2,7,1,14,0,1,0.0
ATL,5,12,3,1,1,0,1.0
SLN,2,7,1,5,0,1,0.0
SDN,6,7,3,3,1,0,1.0
TOR,3,3,2,5,0,1,0.0
MIA,10,15,3,12,0,1,0.0
WAS,12,14,4,10,1,0,1.0
TEX,2,5,0,3,0,1,0.0
ANA,3,9,1,2,1,0,1.0
CIN,6,14,3,8,0,1,0.0
CHN,8,11,3,6,1,0,1.0
TBA,6,12,3,2,1,0,1.0
CLE,2,5,1,5,0,1,0.0
BAL,9,17,2,6,1,0,1.0
COL,6,10,2,9,0,1,0.0
BOS,3,9,0,4,0,1,0.0
HOU,4,13,0,3,1,0,1.0
NYA,7,10,1,3,1,0,1.0
KCA,3,6,1,7,0,1,0.0
NYA,6,10,0,4,1,0,1.0
KCA,5,9,0,6,0,1,0.0
PHI,7,12,4,2,1,0,1.0
MIL,2,5,1,7,0,1,0.0
CHA,1,6,1,8,0,1,0.0
MIN,8,10,1,1,1,0,1.0
DET,4,14,1,4,0,1,0.0
NYN,5,7,3,4,1,0,1.0
SEA,5,9,3,5,0,1,0.0
OAK,6,11,1,5,1,0,1.0
LAN,7,13,0,2,1,0,1.0
PIT,2,11,0,7,0,1,0.0
ARI,10,13,1,3,1,0,1.0
SFN,4,8,0,7,0,1,0.0
ATL,3,7,0,5,0,1,0.0
SLN,6,9,1,3,1,0,1.0
SDN,19,20,7,3,1,0,1.0
TOR,4,4,2,18,0,1,0.0
MIA,0,4,0,4,0,1,0.0
WAS,5,7,0,0,1,0,1.0
TEX,6,7,2,6,0,1,0.0
ANA,7,11,1,5,1,0,1.0
CIN,10,17,1,2,1,0,1.0
CHN,2,8,2,8,0,1,0.0
TBA,6,8,1,3,1,0,1.0
CLE,3,8,1,4,0,1,0.0
BAL,7,11,0,6,0,1,0.0
COL,8,12,1,7,1,0,1.0
BOS,4,6,1,1,1,0,1.0
HOU,1,4,0,2,0,1,0.0
NYA,7,11,1,8,0,1,0.0
KCA,8,14,4,4,1,0,1.0
PHI,1,1,1,9,0,1,0.0
MIL,9,12,5,1,1,0,1.0
CHA,0,5,0,7,0,1,0.0
MIN,7,6,2,0,1,0,1.0
DET,3,6,1,4,0,1,0.0
NYN,4,8,1,3,1,0,1.0
SEA,1,6,1,5,0,1,0.0
OAK,7,7,2,1,1,0,1.0
LAN,11,12,2,7,1,0,1.0
PIT,7,12,2,8,0,1,0.0
ARI,6,10,1,2,1,0,1.0
SFN,2,10,0,4,0,1,0.0
ATL,4,9,0,1,1,0,1.0
SLN,3,3,0,4,0,1,0.0
SDN,1,10,1,10,0,1,0.0
TOR,10,17,4,1,1,0,1.0
MIA,6,11,1,9,0,1,0.0
WAS,9,15,1,6,1,0,1.0
DET,3,8,0,3,0,1,0.0
BAL,5,7,2,3,1,0,1.0
CLE,5,9,0,11,0,1,0.0
BOS,12,13,3,3,1,0,1.0
KCA,1,7,0,2,0,1,0.0
CHA,2,7,0,1,1,0,1.0
PIT,8,12,2,5,1,0,1.0
CIN,5,12,0,6,0,1,0.0
PIT,1,8,0,8,0,1,0.0
CIN,8,10,3,1,1,0,1.0
ARI,3,9,1,4,0,1,0.0
COL,4,8,1,3,1,0,1.0
CHN,5,9,3,6,0,1,0.0
HOU,6,10,0,5,1,0,1.0
NYN,5,15,2,9,0,1,0.0
LAN,9,17,3,5,1,0,1.0
MIL,5,6,1,4,1,0,1.0
MIN,4,10,1,5,0,1,0.0
SDN,2,6,0,4,0,1,0.0
NYA,5,7,3,2,1,0,1.0
ANA,5,9,1,8,0,1,0.0
OAK,8,10,3,5,1,0,1.0
TEX,2,6,1,6,0,1,0.0
SEA,6,9,1,2,1,0,1.0
TOR,3,4,2,7,0,1,0.0
TBA,8,14,1,3,1,0,1.0
MIA,3,9,0,2,1,0,1.0
WAS,2,5,0,1,0,1,0.0
WAS,5,11,1,4,1,0,1.0
ATL,4,8,1,5,0,1,0.0
DET,3,8,1,0,1,0,1.0
BAL,0,6,0,3,0,1,0.0
CLE,7,8,2,3,1,0,1.0
BOS,5,10,0,7,0,1,0.0
KCA,3,3,1,4,0,1,0.0
CHA,4,12,0,3,1,0,1.0
PIT,6,8,1,11,0,1,0.0
CIN,11,11,4,6,1,0,1.0
ARI,2,9,1,6,0,1,0.0
COL,6,8,1,2,1,0,1.0
CHN,6,9,5,9,0,1,0.0
HOU,9,11,2,6,1,0,1.0
NYN,7,10,2,3,1,0,1.0
LAN,3,8,1,6,0,1,0.0
SFN,3,6,1,11,0,1,0.0
MIA,11,14,3,3,1,0,1.0
MIL,3,8,2,4,0,1,0.0
MIN,5,10,1,3,1,0,1.0
SDN,5,10,1,4,1,0,1.0
NYA,4,8,1,4,0,1,0.0
ANA,6,7,0,4,1,0,1.0
OAK,4,7,3,6,0,1,0.0
SLN,3,4,2,4,0,1,0.0
PHI,4,8,1,3,1,0,1.0
TEX,11,11,2,4,1,0,1.0
SEA,4,12,0,9,0,1,0.0
TOR,1,6,0,3,0,1,0.0
TBA,3,6,2,1,1,0,1.0
WAS,14,15,2,4,1,0,1.0
ATL,4,6,1,14,0,1,0.0
DET,4,6,2,2,1,0,1.0
BAL,2,5,1,4,0,1,0.0
CLE,14,18,1,7,1,0,1.0
BOS,9,14,4,14,0,1,0.0
KCA,7,15,1,8,0,1,0.0
CHA,8,10,2,7,1,0,1.0
PIT,7,15,2,2,1,0,1.0
CIN,2,7,1,7,0,1,0.0
ARI,4,11,2,4,0,1,0.0
COL,5,10,0,4,1,0,1.0
CHN,2,7,2,1,1,0,1.0
HOU,1,4,0,2,0,1,0.0
NYN,8,13,4,9,0,1,0.0
LAN,9,15,3,8,1,0,1.0
SFN,2,6,1,4,0,1,0.0
MIA,4,11,0,2,1,0,1.0
SDN,0,4,0,6,0,1,0.0
NYA,7,10,4,0,1,0,1.0
ANA,12,16,1,7,1,0,1.0
OAK,7,12,3,11,0,1,0.0
SLN,4,8,1,9,0,1,0.0
PHI,11,12,4,4,1,0,1.0
TEX,8,13,0,7,1,0,1.0
SEA,7,11,2,6,0,1,0.0
TOR,3,12,1,4,0,1,0.0
TBA,4,14,0,3,1,0,1.0
CLE,4,6,1,10,0,1,0.0
CHA,10,15,2,3,1,0,1.0
ARI,10,16,3,11,0,1,0.0
COL,11,18,3,10,1,0,1.0
NYN,0,4,0,2,0,1,0.0
LAN,2,9,0,0,1,0,1.0
SFN,3,6,0,1,1,0,1.0
MIA,1,7,0,3,0,1,0.0
SLN,5,10,4,3,1,0,1.0
PHI,3,7,0,5,0,1,0.0
MIL,11,18,4,5,1,0,1.0
PIT,5,10,1,11,0,1,0.0
ANA,9,15,2,3,1,0,1.0
SEA,3,4,1,8,0,1,0.0
MIN,3,7,0,14,0,1,0.0
TBA,14,16,1,3,1,0,1.0
KCA,4,10,2,2,1,0,1.0
TEX,2,5,2,4,0,1,0.0
NYN,5,13,0,4,1,0,1.0
ARI,4,8,2,5,0,1,0.0
DET,8,11,4,1,1,0,1.0
ATL,2,7,0,7,0,1,0.0
SFN,6,9,1,9,0,1,0.0
BAL,9,9,3,6,1,0,1.0
CLE,1,9,1,2,0,1,0.0
CHA,6,10,0,1,1,0,1.0
WAS,3,7,1,7,0,1,0.0
CIN,9,15,1,3,1,0,1.0
TOR,6,11,2,13,0,1,0.0
COL,13,17,2,6,1,0,1.0
PHI,3,5,1,6,0,1,0.0
LAN,6,12,4,3,1,0,1.0
BOS,1,5,1,4,0,1,0.0
NYA,4,8,1,1,1,0,1.0
HOU,3,8,2,2,1,0,1.0
OAK,2,6,1,3,0,1,0.0
MIL,4,6,2,8,0,1,0.0
PIT,9,13,0,4,1,0,1.0
MIA,2,4,1,5,0,1,0.0
SDN,5,9,3,2,1,0,1.0
ANA,3,6,2,4,0,1,0.0
SEA,4,5,2,3,1,0,1.0
CHN,1,6,0,2,0,1,0.0
SLN,2,5,0,1,1,0,1.0
MIN,5,10,0,3,1,0,1.0
TBA,3,4,1,5,0,1,0.0
KCA,2,7,1,6,0,1,0.0
TEX,6,6,1,2,1,0,1.0
NYN,5,9,2,6,0,1,0.0
ARI,6,11,1,5,1,0,1.0
DET,5,11,0,6,0,1,0.0
ATL,10,11,3,4,1,0,1.0
SFN,8,8,1,2,1,0,1.0
BAL,2,6,1,8,0,1,0.0
CLE,5,7,2,2,1,0,1.0
CHA,2,4,0,4,0,1,0.0
WAS,5,8,3,2,1,0,1.0
CIN,2,8,1,5,0,1,0.0
TOR,2,4,1,3,0,1,0.0
COL,4,8,0,1,1,0,1.0
PHI,3,7,1,3,0,1,0.0
LAN,4,8,2,2,1,0,1.0
BOS,3,11,1,5,0,1,0.0
NYA,5,11,1,3,1,0,1.0
HOU,5,8,2,1,1,0,1.0
OAK,1,5,1,5,0,1,0.0
MIL,12,14,5,10,1,0,1.0
PIT,10,18,2,12,0,1,0.0
MIA,9,11,1,3,1,0,1.0
SDN,3,4,1,8,0,1,0.0
ANA,6,11,3,3,1,0,1.0
SEA,3,7,2,5,0,1,0.0
CHN,4,7,2,7,0,1,0.0
SLN,7,12,3,4,1,0,1.0
MIN,6,13,2,1,1,0,1.0
TBA,2,9,1,5,0,1,0.0
KCA,2,8,0,5,0,1,0.0
TEX,6,11,1,2,1,0,1.0
NYN,1,6,1,7,0,1,0.0
ARI,7,10,2,1,1,0,1.0
DET,4,9,3,4,0,1,0.0
ATL,7,7,1,1,1,0,1.0
SFN,8,11,3,1,1,0,1.0
BAL,1,4,1,6,0,1,0.0
CLE,0,6,0,2,0,1,0.0
CHA,2,5,1,0,1,0,1.0
WAS,4,9,0,1,1,0,1.0
CIN,1,3,0,4,0,1,0.0
TOR,1,6,0,5,0,1,0.0
COL,5,9,2,1,1,0,1.0
PHI,0,3,0,5,0,1,0.0
LAN,8,10,2,0,1,0,1.0
BOS,8,13,2,5,1,0,1.0
NYA,5,8,1,8,0,1,0.0
HOU,6,11,0,4,1,0,1.0
OAK,4,10,4,6,0,1,0.0
MIL,4,9,1,2,1,0,1.0
PIT,2,8,0,4,0,1,0.0
MIA,9,13,2,3,1,0,1.0
SDN,3,4,2,9,0,1,0.0
ANA,13,15,2,3,1,0,1.0
SEA,3,5,1,11,0,1,0.0
CHN,1,3,0,1,0,1,0.0
SLN,2,4,0,1,1,0,1.0
MIN,9,12,1,6,1,0,1.0
TBA,7,9,1,9,0,1,0.0
KCA,1,10,1,5,0,1,0.0
TEX,5,11,0,1,1,0,1.0
LAN,3,7,1,1,1,0,1.0
ARI,1,3,1,3,0,1,0.0
ANA,1,4,0,8,0,1,0.0
CHN,8,11,2,1,1,0,1.0
PHI,2,6,1,8,0,1,0.0
SDN,8,9,2,2,1,0,1.0
HOU,4,5,1,2,1,0,1.0
SEA,2,7,2,4,0,1,0.0
OAK,4,8,1,2,1,0,1.0
ANA,2,4,1,4,0,1,0.0
LAN,9,12,1,0,1,0,1.0
ARI,0,3,0,8,0,1,0.0
COL,3,6,1,6,0,1,0.0
CHN,6,8,2,3,1,0,1.0
MIN,2,5,2,5,0,1,0.0
CLE,5,6,4,2,1,0,1.0
TBA,6,9,2,8,0,1,0.0
DET,9,12,1,6,1,0,1.0
BOS,8,10,1,3,1,0,1.0
KCA,3,7,1,8,0,1,0.0
MIA,16,19,3,0,1,0,1.0
MIL,0,6,0,14,0,1,0.0
SFN,9,14,0,3,1,0,1.0
NYN,3,10,2,9,0,1,0.0
ATL,12,13,3,5,1,0,1.0
PIT,5,10,1,9,0,1,0.0
PHI,9,13,4,6,1,0,1.0
SDN,6,10,3,8,0,1,0.0
HOU,11,13,2,5,1,0,1.0
SEA,5,5,1,11,0,1,0.0
CIN,4,10,1,1,1,0,1.0
SLN,1,6,1,3,0,1,0.0
BAL,12,15,5,9,1,0,1.0
TEX,11,14,1,12,0,1,0.0
NYA,3,8,2,4,0,1,0.0
TOR,4,8,2,3,1,0,1.0
CHA,5,8,1,9,0,1,0.0
WAS,9,9,3,5,1,0,1.0
OAK,9,15,0,10,0,1,0.0
ANA,10,14,3,9,1,0,1.0
LAN,2,7,1,3,0,1,0.0
ARI,3,5,0,2,1,0,1.0
COL,8,11,0,9,0,1,0.0
CHN,9,10,1,7,1,0,1.0
MIN,7,7,3,6,0,1,0.0
CLE,9,11,3,7,1,0,1.0
TBA,4,7,0,0,1,0,1.0
DET,0,5,0,3,0,1,0.0
BOS,8,11,1,0,1,0,1.0
KCA,0,3,0,7,0,1,0.0
MIA,8,10,1,3,1,0,1.0
MIL,3,8,1,6,0,1,0.0
SFN,0,5,0,6,0,1,0.0
NYN,7,8,3,0,1,0,1.0
ATL,4,6,2,7,0,1,0.0
PIT,7,14,2,4,1,0,1.0
PHI,7,11,1,5,1,0,1.0
SDN,5,8,2,7,0,1,0.0
HOU,1,6,0,14,0,1,0.0
SEA,14,13,5,1,1,0,1.0
BAL,1,8,1,2,0,1,0.0
TEX,2,9,0,1,1,0,1.0
NYA,7,9,2,8,0,1,0.0
TOR,11,10,4,7,1,0,1.0
CHA,4,11,3,5,0,1,0.0
WAS,6,9,1,4,1,0,1.0
OAK,7,9,1,4,1,0,1.0
ANA,4,9,1,6,0,1,0.0
COL,3,6,0,1,1,0,1.0
CHN,1,5,0,3,0,1,0.0
MIN,5,7,3,3,1,0,1.0
CLE,4,4,2,5,0,1,0.0
TBA,6,14,3,1,1,0,1.0
DET,1,8,0,6,0,1,0.0
BOS,7,9,1,5,1,0,1.0
KCA,5,14,3,7,0,1,0.0
MIA,1,5,0,5,0,1,0.0
MIL,5,9,3,1,1,0,1.0
SFN,3,3,2,7,0,1,0.0
NYN,7,13,3,3,1,0,1.0
ATL,1,7,1,3,0,1,0.0
PIT,6,9,2,1,1,0,1.0
WAS,4,4,1,3,0,1,0.0
SDN,5,6,1,4,1,0,1.0
HOU,8,14,3,7,1,0,1.0
SEA,7,11,1,8,0,1,0.0
CIN,1,5,0,3,0,1,0.0
SLN,3,9,1,1,1,0,1.0
BAL,3,8,1,3,0,1,0.0
TEX,4,8,1,3,1,0,1.0
NYA,6,8,2,2,1,0,1.0
TOR,2,8,1,2,0,1,0.0
SEA,6,8,3,2,1,0,1.0
ANA,2,4,1,6,0,1,0.0
TBA,5,10,2,1,1,0,1.0
BOS,1,4,0,5,0,1,0.0
SLN,1,4,1,3,0,1,0.0
CHN,3,6,1,1,1,0,1.0
NYA,2,6,1,5,0,1,0.0
CLE,5,7,2,2,1,0,1.0
MIN,6,14,3,3,1,0,1.0
DET,3,11,0,6,0,1,0.0
BAL,3,5,1,4,0,1,0.0
HOU,4,6,2,1,1,0,1.0
CHA,4,10,0,6,0,1,0.0
KCA,6,10,0,4,1,0,1.0
ATL,7,14,2,1,1,0,1.0
MIA,1,5,0,7,0,1,0.0
PIT,4,7,1,10,0,1,0.0
MIL,10,15,2,4,1,0,1.0
COL,5,10,2,1,1,0,1.0
NYN,1,6,1,5,0,1,0.0
CIN,2,6,1,3,0,1,0.0
PHI,4,6,1,1,1,0,1.0
WAS,4,10,0,5,0,1,0.0
SDN,5,8,1,4,1,0,1.0
LAN,1,6,1,2,0,1,0.0
SFN,2,7,0,1,1,0,1.0
OAK,5,10,2,3,1,0,1.0
TEX,3,10,1,4,0,1,0.0
ARI,8,10,3,1,1,0,1.0
TOR,2,5,1,8,0,1,0.0
SEA,3,7,2,11,0,1,0.0
ANA,12,16,4,3,1,0,1.0
TBA,9,13,1,1,1,0,1.0
BOS,2,6,1,8,0,1,0.0
TBA,1,6,0,5,0,1,0.0
BOS,5,6,0,1,1,0,1.0
SLN,4,5,2,9,0,1,0.0
CHN,9,10,1,4,1,0,1.0
NYA,4,5,1,8,0,1,0.0
CLE,8,12,3,2,1,0,1.0
MIN,3,6,1,9,0,1,0.0
DET,9,15,3,3,1,0,1.0
BAL,4,8,2,1,1,0,1.0
HOU,1,4,0,3,0,1,0.0
CHA,2,5,1,0,1,0,1.0
KCA,0,3,0,2,0,1,0.0
ATL,1,3,0,0,1,0,1.0
MIA,0,4,0,1,0,1,0.0
PIT,3,8,1,5,0,1,0.0
MIL,5,10,2,3,1,0,1.0
COL,3,7,0,5,0,1,0.0
NYN,5,9,2,2,1,0,1.0
CIN,1,6,0,4,0,1,0.0
PHI,4,6,1,1,1,0,1.0
WAS,4,7,1,1,1,0,1.0
SDN,1,7,0,3,0,1,0.0
LAN,7,11,0,2,1,0,1.0
SFN,2,8,1,7,0,1,0.0
OAK,5,9,2,9,0,1,0.0
TEX,10,11,2,5,1,0,1.0
OAK,1,4,1,3,0,1,0.0
TEX,3,5,0,1,1,0,1.0
ARI,6,10,2,0,1,0,1.0
TOR,0,5,0,6,0,1,0.0
SEA,9,13,6,3,1,0,1.0
ANA,3,7,1,9,0,1,0.0
TBA,6,14,4,1,1,0,1.0
BOS,1,8,0,6,0,1,0.0
SLN,1,9,0,4,0,1,0.0
CHN,5,9,1,1,1,0,1.0
NYA,7,11,1,5,1,0,1.0
CLE,6,7,3,7,0,1,0.0
MIN,12,17,4,2,1,0,1.0
DET,2,9,0,12,0,1,0.0
BAL,0,6,0,3,0,1,0.0
HOU,4,5,1,0,1,0,1.0
CHA,5,12,1,2,1,0,1.0
KCA,2,6,1,3,0,1,0.0
ATL,7,10,1,6,1,0,1.0
MIA,6,14,1,7,0,1,0.0
PIT,2,5,1,5,0,1,0.0
MIL,5,9,2,2,1,0,1.0
COL,1,2,0,6,0,1,0.0
NYN,6,8,1,1,1,0,1.0
CIN,4,9,0,3,1,0,1.0
PHI,3,5,0,4,0,1,0.0
WAS,5,8,4,2,1,0,1.0
SDN,2,7,0,4,0,1,0.0
LAN,1,6,1,0,1,0,1.0
SFN,0,5,0,1,0,1,0.0
OAK,9,11,2,6,1,0,1.0
TEX,8,15,1,9,0,1,0.0
ARI,8,10,2,2,1,0,1.0
TOR,2,7,1,8,0,1,0.0
LAN,3,8,0,4,0,1,0.0
ANA,5,9,2,3,1,0,1.0
PIT,7,10,2,11,0,1,0.0
ATL,13,13,5,5,1,0,1.0
TEX,4,8,0,3,1,0,1.0
BOS,3,9,1,3,0,1,0.0
WAS,12,16,2,1,1,0,1.0
CHA,1,4,1,12,0,1,0.0
CHN,5,7,3,6,0,1,0.0
COL,6,10,3,5,1,0,1.0
SLN,4,4,0,1,1,0,1.0
MIA,1,7,0,1,0,1,0.0
ARI,13,14,8,8,1,0,1.0
PHI,8,13,5,13,0,1,0.0
OAK,2,4,0,6,0,1,0.0
TBA,6,8,3,2,1,0,1.0
LAN,3,12,3,5,0,1,0.0
ANA,5,6,2,3,1,0,1.0
PIT,5,9,0,7,0,1,0.0
ATL,7,10,5,5,1,0,1.0
TOR,2,5,1,4,0,1,0.0
BAL,4,11,0,2,1,0,1.0
TEX,9,9,1,5,1,0,1.0
BOS,5,9,2,8,0,1,0.0
WAS,5,9,2,7,0,1,0.0
CHA,7,7,2,5,1,0,1.0
CIN,1,7,0,2,0,1,0.0
CLE,2,6,1,1,1,0,1.0
CHN,3,6,1,9,0,1,0.0
COL,10,13,1,3,1,0,1.0
MIL,8,11,3,10,0,1,0.0
HOU,10,12,4,8,1,0,1.0
DET,2,5,2,3,0,1,0.0
KCA,3,9,1,2,1,0,1.0
SLN,7,13,1,1,1,0,1.0
MIA,1,5,0,7,0,1,0.0
SEA,5,10,1,6,0,1,0.0
MIN,6,9,2,5,1,0,1.0
NYN,5,9,1,8,0,1,0.0
NYA,12,15,3,4,1,0,1.0
NYN,10,11,3,4,1,0,1.0
NYA,4,9,1,9,0,1,0.0
ARI,4,8,1,6,0,1,0.0
PHI,7,12,1,4,1,0,1.0
SDN,5,7,2,6,0,1,0.0
SFN,6,9,1,5,1,0,1.0
OAK,4,7,2,3,1,0,1.0
TBA,3,4,1,2,0,1,0.0
PIT,7,13,2,8,0,1,0.0
ATL,8,15,1,7,1,0,1.0
TOR,8,10,1,6,1,0,1.0
BAL,6,8,1,3,0,1,0.0
TEX,3,5,0,4,0,1,0.0
BOS,4,10,0,2,1,0,1.0
CIN,7,9,4,2,1,0,1.0
CLE,2,6,1,7,0,1,0.0
CHN,10,12,2,1,1,0,1.0
COL,1,7,0,8,0,1,0.0
MIL,6,10,4,3,1,0,1.0
HOU,3,5,0,6,0,1,0.0
DET,3,5,0,2,1,0,1.0
KCA,2,8,0,3,0,1,0.0
SLN,0,3,0,9,0,1,0.0
MIA,9,12,2,0,1,0,1.0
SEA,9,13,2,6,1,0,1.0
MIN,6,11,3,5,0,1,0.0
ARI,2,6,0,0,1,0,1.0
PHI,0,3,0,2,0,1,0.0
SDN,2,6,0,2,0,1,0.0
SFN,4,8,1,2,1,0,1.0
OAK,6,9,2,2,1,0,1.0
TBA,2,12,0,6,0,1,0.0
PIT,5,9,0,6,0,1,0.0
ATL,6,10,0,3,1,0,1.0
TOR,12,17,3,2,1,0,1.0
BAL,3,10,1,12,0,1,0.0
TEX,6,9,0,7,0,1,0.0
BOS,7,9,5,6,1,0,1.0
NYA,4,9,1,5,0,1,0.0
CHA,5,7,2,4,1,0,1.0
SDN,6,13,2,9,0,1,0.0
COL,9,13,3,6,1,0,1.0
DET,3,7,0,6,0,1,0.0
KCA,7,10,1,3,1,0,1.0
CHN,3,8,2,7,0,1,0.0
LAN,7,11,4,3,1,0,1.0
SEA,5,7,0,10,0,1,0.0
MIN,10,14,2,5,1,0,1.0
SLN,5,10,1,4,1,0,1.0
NYN,4,6,1,5,0,1,0.0
ANA,5,6,2,3,1,0,1.0
TBA,3,10,0,5,0,1,0.0
ARI,5,7,2,0,1,0,1.0
WAS,0,3,0,5,0,1,0.0
PHI,8,9,3,9,0,1,0.0
ATL,9,14,3,6,1,0,1.0
BOS,13,16,6,2,1,0,1.0
BAL,2,9,1,13,0,1,0.0
NYA,2,7,1,8,0,1,0.0
CHA,10,15,2,2,1,0,1.0
TEX,7,8,1,1,1,0,1.0
CIN,1,5,1,6,0,1,0.0
SDN,16,21,4,12,1,0,1.0
COL,12,18,3,16,0,1,0.0
CLE,13,17,2,3,1,0,1.0
DET,4,7,2,7,0,1,0.0
TOR,2,5,0,15,0,1,0.0
HOU,15,12,4,2,1,0,1.0
CHN,3,8,2,5,0,1,0.0
LAN,5,7,2,3,1,0,1.0
PIT,11,18,2,0,1,0,1.0
MIA,0,9,0,11,0,1,0.0
KCA,0,2,0,2,0,1,0.0
MIN,2,4,1,0,1,0,1.0
SLN,9,8,4,3,1,0,1.0
NYN,5,9,1,8,0,1,0.0
SEA,9,10,2,1,1,0,1.0
OAK,2,7,0,8,0,1,0.0
MIL,3,8,0,5,0,1,0.0
SFN,5,10,3,1,1,0,1.0
ANA,4,8,0,9,0,1,0.0
TBA,9,13,1,3,1,0,1.0
ARI,3,6,2,7,0,1,0.0
WAS,7,8,2,3,1,0,1.0
PHI,6,8,1,5,1,0,1.0
ATL,5,8,2,1,0,1,0.0
BOS,7,12,1,2,1,0,1.0
BAL,2,8,0,5,0,1,0.0
NYA,8,10,2,4,1,0,1.0
CHA,4,10,1,8,0,1,0.0
TEX,4,8,0,3,1,0,1.0
CIN,3,4,2,2,0,1,0.0
SDN,8,13,0,14,0,1,0.0
COL,14,19,1,7,1,0,1.0
CLE,4,9,0,2,1,0,1.0
DET,2,6,0,4,0,1,0.0
TOR,2,6,0,7,0,1,0.0
HOU,7,12,2,2,1,0,1.0
CHN,2,4,1,1,1,0,1.0
LAN,1,5,1,2,0,1,0.0
PIT,3,8,0,3,0,1,0.0
MIA,4,10,0,3,1,0,1.0
KCA,4,8,2,4,0,1,0.0
MIN,5,7,2,4,1,0,1.0
SLN,7,12,1,7,0,1,0.0
NYN,8,10,2,6,1,0,1.0
SEA,2,6,0,9,0,1,0.0
OAK,11,14,1,2,1,0,1.0
MIL,7,8,2,7,0,1,0.0
