team,b_r,b_h,b_hr,p_er,win,loss,win_percentage
HOU,11,11,3,9,1,0,1.0
DET,6,11,3,4,1,0,1.0
KCA,4,12,0,6,0,1,0.0
CHN,10,16,3,5,1,0,1.0
MIL,5,6,3,10,0,1,0.0
ANA,6,10,2,10,0,1,0.0
OAK,10,10,1,4,1,0,1.0
MIA,10,16,1,5,1,0,1.0
PIT,7,10,3,9,0,1,0.0
SFN,0,4,0,9,0,1,0.0
SLN,10,12,2,0,1,0,1.0
TOR,4,8,2,4,0,1,0.0
TBA,6,9,1,4,1,0,1.0
WAS,3,9,1,3,0,1,0.0
ATL,4,7,2,3,1,0,1.0
TEX,7,12,2,6,1,0,1.0
BAL,6,10,3,7,0,1,0.0
NYA,1,3,1,6,0,1,0.0
BOS,6,6,1,1,1,0,1.0
ANA,5,5,3,4,1,0,1.0
CHA,4,6,1,5,0,1,0.0
ARI,7,12,2,5,1,0,1.0
CIN,5,7,1,7,0,1,0.0
SEA,4,4,1,6,0,1,0.0
HOU,7,9,1,4,1,0,1.0
SFN,5,9,1,4,1,0,1.0
LAN,4,6,3,5,0,1,0.0
KCA,3,9,1,0,1,0,1.0
MIA,0,7,0,3,0,1,0.0
CHN,1,3,1,6,0,1,0.0
MIL,7,10,2,1,1,0,1.0
CLE,6,10,1,2,1,0,1.0
MIN,2,9,0,6,0,1,0.0
PHI,4,9,1,5,0,1,0.0
NYN,5,10,1,4,1,0,1.0
DET,5,11,1,4,1,0,1.0
OAK,4,6,0,5,0,1,0.0
SLN,4,9,2,9,0,1,0.0
PIT,9,12,0,4,1,0,1.0
COL,3,7,0,2,1,0,1.0
SDN,2,5,0,1,0,1,0.0
TOR,0,2,0,3,0,1,0.0
TBA,5,9,1,0,1,0,1.0
WAS,4,5,1,5,0,1,0.0
ATL,5,6,4,4,1,0,1.0
TEX,9,12,1,2,1,0,1.0
BAL,4,6,1,8,0,1,0.0
NYA,5,9,1,1,1,0,1.0
BOS,1,5,1,5,0,1,0.0
ANA,8,11,2,4,1,0,1.0
CHA,7,8,1,8,0,1,0.0
ARI,2,4,0,0,1,0,1.0
CIN,0,3,0,2,0,1,0.0
SEA,1,6,0,2,0,1,0.0
HOU,2,6,1,1,1,0,1.0
SFN,1,5,0,0,1,0,1.0
LAN,0,4,0,1,0,1,0.0
KCA,7,10,1,2,1,0,1.0
MIA,2,4,0,7,0,1,0.0
CHN,2,4,1,2,0,1,0.0
MIL,3,7,1,2,1,0,1.0
CLE,3,7,0,5,0,1,0.0
MIN,5,7,2,3,1,0,1.0
PHI,5,11,1,0,1,0,1.0
NYN,0,6,0,4,0,1,0.0
DET,2,9,0,10,0,1,0.0
OAK,10,12,3,2,1,0,1.0
SLN,10,11,1,1,1,0,1.0
PIT,1,6,0,9,0,1,0.0
COL,0,3,0,3,0,1,0.0
SDN,3,6,2,0,1,0,1.0
TOR,3,6,0,5,0,1,0.0
TBA,5,8,0,3,1,0,1.0
WAS,9,17,4,4,1,0,1.0
ATL,4,7,2,9,0,1,0.0
TEX,10,20,2,4,1,0,1.0
BAL,4,7,1,10,0,1,0.0
NYA,10,13,3,5,1,0,1.0
BOS,5,9,2,8,0,1,0.0
ANA,1,5,0,5,0,1,0.0
CHA,5,11,2,1,1,0,1.0
ARI,3,3,1,4,0,1,0.0
CIN,4,12,2,2,1,0,1.0
SEA,1,1,1,17,0,1,0.0
HOU,21,22,2,1,1,0,1.0
SFN,0,4,0,2,0,1,0.0
LAN,5,5,2,0,1,0,1.0
KCA,0,4,0,9,0,1,0.0
MIA,9,13,1,0,1,0,1.0
CHN,5,7,1,8,0,1,0.0
MIL,8,9,2,5,1,0,1.0
CLE,5,11,2,2,1,0,1.0
MIN,2,5,1,5,0,1,0.0
PHI,10,13,3,7,1,0,1.0
NYN,7,14,2,10,0,1,0.0
DET,1,2,1,3,0,1,0.0
OAK,3,7,0,1,1,0,1.0
SLN,2,5,0,0,1,0,1.0
PIT,0,5,0,2,0,1,0.0
COL,1,4,0,2,0,1,0.0
SDN,2,7,0,1,1,0,1.0
TOR,3,6,1,8,0,1,0.0
TBA,8,10,2,3,1,0,1.0
CLE,6,9,2,2,1,0,1.0
ANA,2,7,2,6,0,1,0.0
NYA,5,12,2,0,1,0,1.0
BOS,0,7,0,5,0,1,0.0
OAK,0,3,0,14,0,1,0.0
HOU,15,17,7,0,1,0,1.0
MIL,8,12,1,3,1,0,1.0
MIA,3,10,0,8,0,1,0.0
ARI,1,3,1,3,0,1,0.0
NYN,3,9,2,1,1,0,1.0
ATL,7,8,2,2,1,0,1.0
PHI,2,5,2,7,0,1,0.0
CHN,10,15,2,1,1,0,1.0
SDN,2,9,0,10,0,1,0.0
PIT,6,10,1,4,1,0,1.0
SFN,4,9,0,5,0,1,0.0
CLE,8,8,2,0,1,0,1.0
ANA,0,4,0,8,0,1,0.0
LAN,7,13,3,2,1,0,1.0
BAL,3,7,1,7,0,1,0.0
KCA,3,8,3,7,0,1,0.0
CHA,7,9,3,3,1,0,1.0
SLN,1,6,0,2,0,1,0.0
COL,2,7,1,1,1,0,1.0
NYA,11,11,6,7,0,1,0.0
DET,12,16,1,11,1,0,1.0
OAK,21,25,6,7,1,0,1.0
HOU,7,12,4,21,0,1,0.0
MIL,4,6,1,3,1,0,1.0
MIA,3,8,1,4,0,1,0.0
WAS,0,2,0,5,0,1,0.0
MIN,5,6,1,0,1,0,1.0
ARI,2,10,1,3,0,1,0.0
NYN,3,5,0,2,1,0,1.0
ATL,5,10,1,6,0,1,0.0
PHI,6,8,5,3,1,0,1.0
CHN,8,9,4,7,0,1,0.0
SDN,9,11,1,8,1,0,1.0
CIN,3,8,1,4,0,1,0.0
SEA,4,4,3,3,1,0,1.0
PIT,4,7,1,5,0,1,0.0
SFN,5,9,1,4,1,0,1.0
TBA,5,10,1,3,1,0,1.0
TEX,3,5,1,3,0,1,0.0
BOS,3,8,1,4,0,1,0.0
TOR,4,9,3,3,1,0,1.0
CLE,4,10,2,3,1,0,1.0
ANA,3,7,2,4,0,1,0.0
LAN,3,6,1,6,0,1,0.0
BAL,7,9,2,3,1,0,1.0
KCA,8,14,5,6,1,0,1.0
CHA,6,8,2,8,0,1,0.0
SLN,1,6,0,2,0,1,0.0
COL,2,6,1,1,1,0,1.0
OAK,5,7,2,3,1,0,1.0
HOU,3,8,2,5,0,1,0.0
MIL,7,8,3,5,1,0,1.0
MIA,5,8,2,7,0,1,0.0
WAS,6,9,2,2,1,0,1.0
MIN,2,8,1,6,0,1,0.0
ARI,0,7,0,9,0,1,0.0
NYN,9,11,5,0,1,0,1.0
ATL,3,7,1,1,1,0,1.0
PHI,1,5,0,0,0,1,0.0
CHN,0,3,0,3,0,1,0.0
SDN,4,7,1,0,1,0,1.0
CIN,3,5,1,4,0,1,0.0
SEA,5,4,1,3,1,0,1.0
PIT,6,9,0,2,1,0,1.0
SFN,3,3,0,5,0,1,0.0
TBA,9,12,2,8,0,1,0.0
TEX,10,10,1,9,1,0,1.0
BOS,0,2,0,8,0,1,0.0
TOR,8,11,2,0,1,0,1.0
LAN,4,6,0,2,1,0,1.0
BAL,2,2,1,2,0,1,0.0
KCA,6,6,2,2,1,0,1.0
CHA,3,11,0,5,0,1,0.0
SLN,10,11,5,3,1,0,1.0
COL,3,7,2,10,0,1,0.0
NYA,10,10,2,4,1,0,1.0
DET,4,11,2,8,0,1,0.0
NYA,6,11,2,4,1,0,1.0
DET,4,7,0,6,0,1,0.0
OAK,3,6,1,2,1,0,1.0
HOU,2,6,1,3,0,1,0.0
MIL,3,6,1,2,1,0,1.0
MIA,2,7,0,3,0,1,0.0
WAS,12,14,4,6,1,0,1.0
MIN,6,12,2,11,0,1,0.0
ARI,1,4,0,6,0,1,0.0
NYN,11,11,6,1,1,0,1.0
ATL,5,7,3,9,0,1,0.0
PHI,9,11,4,4,1,0,1.0
CHN,4,8,0,1,1,0,1.0
SDN,1,5,0,4,0,1,0.0
CIN,11,11,3,5,1,0,1.0
SEA,5,11,3,11,0,1,0.0
PIT,4,8,1,2,1,0,1.0
SFN,2,8,1,4,0,1,0.0
TBA,4,10,0,6,0,1,0.0
TEX,6,11,2,4,1,0,1.0
BOS,7,12,0,3,1,0,1.0
TOR,4,7,0,5,0,1,0.0
TBA,11,15,4,4,1,0,1.0
ANA,4,8,2,11,0,1,0.0
CIN,4,5,2,3,1,0,1.0
ARI,3,7,0,2,0,1,0.0
PIT,8,13,0,17,0,1,0.0
CHN,17,16,5,5,1,0,1.0
SDN,8,9,1,10,0,1,0.0
COL,10,14,4,8,1,0,1.0
BAL,6,10,2,2,1,0,1.0
DET,2,10,0,6,0,1,0.0
HOU,4,7,2,0,1,0,1.0
KCA,1,5,0,4,0,1,0.0
LAN,9,11,2,2,1,0,1.0
NYN,2,5,1,9,0,1,0.0
CHA,9,15,3,7,1,0,1.0
SEA,7,12,0,9,0,1,0.0
MIA,0,4,0,1,0,1,0.0
SFN,1,9,0,0,1,0,1.0
MIL,0,2,0,10,0,1,0.0
SLN,10,8,2,0,1,0,1.0
OAK,14,14,5,8,1,0,1.0
TEX,9,7,2,14,0,1,0.0
NYA,5,9,0,6,0,1,0.0
TOR,6,13,2,5,1,0,1.0
ATL,5,12,1,0,1,0,1.0
WAS,0,3,0,5,0,1,0.0
TBA,3,5,0,1,1,0,1.0
ANA,1,6,0,3,0,1,0.0
CIN,0,3,0,1,0,1,0.0
ARI,1,1,0,0,1,0,1.0
PIT,1,8,0,14,0,1,0.0
CHN,14,14,4,1,1,0,1.0
MIN,2,7,1,0,1,0,1.0
CLE,0,5,0,2,0,1,0.0
MIN,9,8,3,5,1,0,1.0
CLE,5,8,2,9,0,1,0.0
SDN,10,10,1,6,0,1,0.0
COL,11,12,1,10,1,0,1.0
BAL,4,10,1,8,0,1,0.0
DET,8,13,3,4,1,0,1.0
HOU,6,10,2,1,1,0,1.0
KCA,1,8,0,6,0,1,0.0
LAN,0,3,0,3,0,1,0.0
NYN,3,3,0,0,1,0,1.0
BOS,2,6,0,1,1,0,1.0
PHI,1,5,0,2,0,1,0.0
CHA,1,7,0,2,0,1,0.0
SEA,2,6,2,1,1,0,1.0
MIA,4,7,1,2,1,0,1.0
SFN,2,8,0,4,0,1,0.0
MIL,5,7,2,1,1,0,1.0
SLN,2,7,1,5,0,1,0.0
OAK,8,12,4,6,1,0,1.0
TEX,6,12,1,8,0,1,0.0
NYA,13,19,5,3,1,0,1.0
TOR,3,9,0,13,0,1,0.0
ATL,10,14,0,1,1,0,1.0
WAS,1,6,0,10,0,1,0.0
TBA,4,6,1,6,0,1,0.0
ANA,6,11,1,4,1,0,1.0
CIN,3,6,3,1,1,0,1.0
ARI,1,4,0,3,0,1,0.0
PIT,6,14,0,15,0,1,0.0
CHN,16,19,5,6,1,0,1.0
MIN,5,13,4,4,0,1,0.0
CLE,7,10,1,5,1,0,1.0
SDN,5,8,3,10,0,1,0.0
COL,10,12,3,5,1,0,1.0
BAL,8,12,1,2,1,0,1.0
DET,2,12,0,8,0,1,0.0
HOU,12,16,3,3,1,0,1.0
KCA,3,12,0,12,0,1,0.0
LAN,3,9,0,2,1,0,1.0
NYN,2,3,0,3,0,1,0.0
BOS,6,6,2,3,1,0,1.0
PHI,3,7,1,5,0,1,0.0
CHA,10,12,2,11,0,1,0.0
SEA,11,17,1,10,1,0,1.0
MIA,1,5,0,2,0,1,0.0
SFN,2,7,1,0,1,0,1.0
MIL,7,12,2,6,1,0,1.0
SLN,6,5,4,6,0,1,0.0
OAK,6,7,2,1,1,0,1.0
TEX,1,5,0,6,0,1,0.0
NYA,4,6,1,6,0,1,0.0
TOR,6,8,2,3,1,0,1.0
ATL,0,4,0,7,0,1,0.0
WAS,7,10,1,0,1,0,1.0
MIA,5,8,1,7,0,1,0.0
ARI,7,9,1,4,1,0,1.0
CIN,2,6,0,8,0,1,0.0
CHN,8,10,1,2,1,0,1.0
NYN,4,9,2,9,0,1,0.0
COL,9,13,2,4,1,0,1.0
BAL,2,9,1,5,0,1,0.0
DET,5,7,1,2,1,0,1.0
SDN,1,2,0,5,0,1,0.0
MIL,5,8,1,1,1,0,1.0
CHA,3,6,2,5,0,1,0.0
MIN,5,10,0,3,1,0,1.0
KCA,6,11,2,5,1,0,1.0
OAK,5,10,1,5,0,1,0.0
WAS,2,5,1,4,0,1,0.0
SLN,4,5,1,2,1,0,1.0
MIA,12,17,1,6,1,0,1.0
ARI,6,13,1,11,0,1,0.0
PHI,5,9,2,4,1,0,1.0
ATL,4,8,2,5,0,1,0.0
TOR,8,12,3,5,1,0,1.0
BAL,5,8,2,7,0,1,0.0
SFN,7,14,2,6,1,0,1.0
BOS,6,14,1,7,0,1,0.0
CIN,4,7,1,2,1,0,1.0
CHN,2,5,0,4,0,1,0.0
DET,2,4,1,6,0,1,0.0
CLE,7,12,1,2,1,0,1.0
NYN,6,11,3,1,1,0,1.0
COL,1,6,1,6,0,1,0.0
TEX,1,6,1,4,0,1,0.0
HOU,4,7,3,1,1,0,1.0
TBA,5,6,2,5,0,1,0.0
LAN,7,6,0,5,1,0,1.0
SDN,1,4,1,3,0,1,0.0
MIL,3,4,2,1,1,0,1.0
CHA,8,20,4,9,0,1,0.0
MIN,9,15,2,8,1,0,1.0
ANA,0,6,0,8,0,1,0.0
NYA,8,10,1,0,1,0,1.0
KCA,1,6,0,2,0,1,0.0
OAK,2,4,1,1,1,0,1.0
SEA,6,10,3,0,1,0,1.0
PIT,0,8,0,6,0,1,0.0
WAS,6,12,1,0,1,0,1.0
SLN,2,6,0,6,0,1,0.0
MIA,4,10,2,4,0,1,0.0
ARI,5,9,2,3,1,0,1.0
PHI,4,4,2,0,1,0,1.0
ATL,1,5,0,3,0,1,0.0
TOR,11,15,2,9,1,0,1.0
BAL,10,16,2,10,0,1,0.0
SFN,11,15,1,3,1,0,1.0
BOS,3,6,2,8,0,1,0.0
CIN,3,10,1,2,1,0,1.0
CHN,2,4,1,3,0,1,0.0
DET,1,4,0,1,0,1,0.0
CLE,2,9,0,1,1,0,1.0
NYN,7,10,2,4,1,0,1.0
COL,4,11,2,6,0,1,0.0
TEX,2,7,1,3,0,1,0.0
HOU,3,6,2,2,1,0,1.0
TBA,8,14,1,5,1,0,1.0
LAN,7,12,1,7,0,1,0.0
SDN,2,8,1,1,1,0,1.0
MIL,1,3,1,2,0,1,0.0
CHA,3,10,1,1,1,0,1.0
MIN,1,3,0,3,0,1,0.0
ANA,3,10,0,2,1,0,1.0
NYA,2,6,1,2,0,1,0.0
KCA,0,4,0,1,0,1,0.0
OAK,1,5,0,0,1,0,1.0
SEA,4,7,2,1,1,0,1.0
PIT,1,6,0,4,0,1,0.0
WAS,1,9,0,5,0,1,0.0
SLN,5,8,2,0,1,0,1.0
PHI,4,11,0,5,0,1,0.0
ATL,5,9,2,4,1,0,1.0
TOR,8,10,2,4,1,0,1.0
BAL,4,8,1,8,0,1,0.0
SFN,4,7,0,5,0,1,0.0
BOS,5,10,0,3,1,0,1.0
SLN,5,10,1,4,1,0,1.0
CHN,4,6,1,5,0,1,0.0
DET,0,9,0,7,0,1,0.0
CLE,7,12,1,0,1,0,1.0
SDN,1,5,1,4,0,1,0.0
MIL,5,7,1,1,1,0,1.0
KCA,5,10,0,8,0,1,0.0
MIN,8,10,4,5,1,0,1.0
ANA,1,5,1,9,0,1,0.0
NYA,9,8,4,1,1,0,1.0
SEA,6,13,0,5,1,0,1.0
PIT,5,11,0,3,0,1,0.0
SFN,0,4,0,6,0,1,0.0
ATL,6,7,2,0,1,0,1.0
SEA,3,4,1,5,0,1,0.0
BAL,5,8,2,3,1,0,1.0
SLN,2,4,0,1,1,0,1.0
CHN,1,9,0,2,0,1,0.0
NYN,8,10,3,1,1,0,1.0
CIN,1,7,1,8,0,1,0.0
PHI,2,7,0,5,0,1,0.0
CLE,5,7,0,2,1,0,1.0
CHA,10,19,2,1,1,0,1.0
DET,1,7,0,10,0,1,0.0
ANA,4,8,1,6,0,1,0.0
HOU,6,10,4,4,1,0,1.0
COL,5,10,4,12,0,1,0.0
LAN,12,13,2,5,1,0,1.0
WAS,6,7,3,3,1,0,1.0
MIA,4,10,1,6,0,1,0.0
PIT,1,6,1,8,0,1,0.0
MIL,10,10,0,1,1,0,1.0
KCA,3,7,0,4,0,1,0.0
MIN,4,5,0,1,1,0,1.0
TOR,4,7,2,3,1,0,1.0
NYA,3,6,2,4,0,1,0.0
TEX,0,2,0,8,0,1,0.0
OAK,8,9,2,0,1,0,1.0
ARI,9,7,0,0,1,0,1.0
SDN,0,3,0,9,0,1,0.0
BOS,4,7,2,5,0,1,0.0
TBA,5,8,0,4,1,0,1.0
SFN,1,7,0,8,0,1,0.0
ATL,8,5,2,1,1,0,1.0
SEA,7,11,2,6,1,0,1.0
BAL,6,8,1,5,0,1,0.0
SLN,9,13,3,8,1,0,1.0
CHN,8,10,3,9,0,1,0.0
NYN,2,3,0,2,0,1,0.0
CIN,3,9,0,1,1,0,1.0
PHI,9,10,4,2,1,0,1.0
CLE,4,5,1,7,0,1,0.0
CHA,5,17,1,2,1,0,1.0
DET,3,11,0,5,0,1,0.0
ANA,8,12,2,3,1,0,1.0
HOU,4,6,1,8,0,1,0.0
COL,4,7,2,0,1,0,1.0
LAN,2,6,0,4,0,1,0.0
WAS,10,16,0,4,1,0,1.0
MIA,4,7,0,10,0,1,0.0
PIT,1,6,0,10,0,1,0.0
MIL,10,10,2,0,1,0,1.0
KCA,12,16,2,4,1,0,1.0
MIN,5,9,1,12,0,1,0.0
TOR,2,6,0,7,0,1,0.0
NYA,7,11,1,1,1,0,1.0
TEX,3,8,3,12,0,1,0.0
OAK,12,14,2,3,1,0,1.0
ARI,4,8,0,1,1,0,1.0
SDN,2,5,1,4,0,1,0.0
BOS,4,7,3,5,0,1,0.0
TBA,5,10,2,4,1,0,1.0
SFN,4,10,0,1,1,0,1.0
ATL,1,5,0,3,0,1,0.0
SEA,1,7,0,2,0,1,0.0
BAL,2,3,1,1,1,0,1.0
SLN,3,7,1,1,1,0,1.0
CHN,2,9,1,3,0,1,0.0
NYN,6,9,3,3,1,0,1.0
CIN,3,6,2,6,0,1,0.0
PHI,1,5,0,7,0,1,0.0
CLE,10,9,2,1,1,0,1.0
CHA,3,11,1,6,0,1,0.0
DET,6,12,4,3,1,0,1.0
ANA,5,8,0,12,0,1,0.0
HOU,13,15,5,4,1,0,1.0
COL,4,8,2,7,0,1,0.0
LAN,7,11,4,4,1,0,1.0
WAS,3,6,0,5,0,1,0.0
MIA,5,6,1,3,1,0,1.0
PIT,3,4,0,4,0,1,0.0
MIL,4,7,3,0,1,0,1.0
KCA,8,12,1,12,0,1,0.0
MIN,12,13,3,7,1,0,1.0
TOR,3,9,2,8,0,1,0.0
NYA,8,7,3,3,1,0,1.0
TEX,8,11,5,3,1,0,1.0
OAK,3,11,0,8,0,1,0.0
ARI,4,8,1,6,0,1,0.0
SDN,6,10,2,4,1,0,1.0
BOS,7,11,1,4,1,0,1.0
TBA,4,9,2,6,0,1,0.0
SLN,9,9,4,7,1,0,1.0
ARI,7,11,2,9,0,1,0.0
MIA,8,13,2,4,1,0,1.0
NYN,4,9,1,8,0,1,0.0
BOS,4,10,0,7,0,1,0.0
TBA,7,8,3,4,1,0,1.0
BAL,10,16,5,10,0,1,0.0
TOR,11,13,5,10,1,0,1.0
PHI,2,5,0,7,0,1,0.0
WAS,7,10,3,2,1,0,1.0
OAK,2,6,1,3,0,1,0.0
ANA,3,10,0,2,1,0,1.0
SLN,2,13,2,3,0,1,0.0
ARI,3,13,1,2,1,0,1.0
CLE,11,12,4,0,1,0,1.0
CHA,0,6,0,11,0,1,0.0
MIL,4,7,1,2,1,0,1.0
CIN,2,8,0,3,0,1,0.0
MIN,4,8,0,2,1,0,1.0
DET,2,6,0,4,0,1,0.0
ATL,6,11,2,9,0,1,0.0
KCA,9,12,0,5,1,0,1.0
MIA,4,11,1,5,0,1,0.0
NYN,5,9,2,4,1,0,1.0
CHN,2,9,0,6,0,1,0.0
PIT,9,10,1,2,1,0,1.0
LAN,6,7,2,3,1,0,1.0
SDN,3,5,0,6,0,1,0.0
HOU,3,5,1,0,1,0,1.0
SEA,0,4,0,3,0,1,0.0
COL,8,12,5,5,1,0,1.0
SFN,5,8,3,8,0,1,0.0
NYA,1,7,1,2,0,1,0.0
TBA,2,7,2,1,1,0,1.0
BOS,12,14,1,10,1,0,1.0
TEX,10,15,1,7,0,1,0.0
BAL,11,15,3,4,1,0,1.0
TOR,4,6,1,11,0,1,0.0
PHI,1,5,0,4,0,1,0.0
WAS,4,7,0,1,1,0,1.0
PHI,5,6,3,6,0,1,0.0
WAS,6,7,2,5,1,0,1.0
OAK,3,12,2,2,1,0,1.0
ANA,2,6,1,3,0,1,0.0
SLN,7,10,1,3,0,1,0.0
ARI,9,8,1,7,1,0,1.0
CLE,3,6,1,6,0,1,0.0
CHA,8,14,2,3,1,0,1.0
MIL,9,11,3,2,1,0,1.0
CIN,2,5,1,8,0,1,0.0
MIN,5,9,2,0,1,0,1.0
DET,1,2,0,5,0,1,0.0
ATL,10,14,0,2,1,0,1.0
KCA,2,8,0,10,0,1,0.0
MIA,3,4,1,9,0,1,0.0
NYN,10,12,1,0,1,0,1.0
CHN,2,6,1,4,0,1,0.0
PIT,4,9,0,2,1,0,1.0
LAN,6,10,4,4,1,0,1.0
SDN,4,7,0,6,0,1,0.0
HOU,3,7,1,0,1,0,1.0
SEA,0,2,0,3,0,1,0.0
COL,1,8,0,2,0,1,0.0
SFN,2,7,1,0,1,0,1.0
NYA,0,1,0,4,0,1,0.0
TBA,4,9,2,0,1,0,1.0
BOS,10,12,3,3,1,0,1.0
TEX,3,7,0,9,0,1,0.0
BAL,2,7,0,3,0,1,0.0
TOR,3,5,3,2,1,0,1.0
PHI,2,8,1,4,0,1,0.0
WAS,5,8,2,2,1,0,1.0
HOU,3,12,2,3,0,1,0.0
ANA,4,7,0,3,1,0,1.0
CLE,0,4,0,8,0,1,0.0
CHA,8,11,3,0,1,0,1.0
MIL,5,5,0,3,1,0,1.0
CIN,3,9,1,5,0,1,0.0
MIN,10,13,2,4,1,0,1.0
DET,4,13,0,7,0,1,0.0
MIA,4,6,3,2,1,0,1.0
NYN,2,5,0,4,0,1,0.0
CHN,5,6,0,7,0,1,0.0
PIT,9,16,0,4,1,0,1.0
LAN,1,5,0,0,1,0,1.0
SDN,0,3,0,1,0,1,0.0
OAK,3,6,1,1,1,0,1.0
SEA,1,4,0,3,0,1,0.0
COL,3,8,0,8,0,1,0.0
SFN,8,12,2,3,1,0,1.0
BOS,5,10,2,7,0,1,0.0
TEX,7,7,3,5,1,0,1.0
PHI,3,7,2,5,0,1,0.0
WAS,6,9,2,3,1,0,1.0
HOU,4,4,2,0,1,0,1.0
ANA,0,3,0,4,0,1,0.0
SDN,3,7,1,5,0,1,0.0
ARI,6,6,1,3,1,0,1.0
BAL,4,6,1,1,1,0,1.0
BOS,1,6,0,4,0,1,0.0
MIL,7,14,1,11,0,1,0.0
COL,11,11,3,7,1,0,1.0
MIN,6,11,2,2,1,0,1.0
KCA,2,6,0,6,0,1,0.0
ATL,2,9,0,4,0,1,0.0
NYN,4,9,2,2,1,0,1.0
MIA,4,17,1,4,0,1,0.0
PHI,5,11,0,4,1,0,1.0
CIN,5,7,0,5,0,1,0.0
PIT,6,10,2,5,1,0,1.0
OAK,3,7,2,4,0,1,0.0
SEA,4,8,0,3,1,0,1.0
LAN,9,9,3,2,1,0,1.0
SFN,2,8,0,9,0,1,0.0
CHN,8,10,2,2,1,0,1.0
SLN,2,8,1,8,0,1,0.0
NYA,14,18,6,6,1,0,1.0
TEX,7,11,3,14,0,1,0.0
TBA,6,10,2,2,1,0,1.0
TOR,2,4,1,5,0,1,0.0
CLE,2,3,0,8,0,1,0.0
WAS,8,11,2,2,1,0,1.0
HOU,6,6,2,3,1,0,1.0
ANA,3,5,2,6,0,1,0.0
SDN,5,10,3,6,0,1,0.0
ARI,6,5,2,5,1,0,1.0
BAL,9,12,4,4,1,0,1.0
BOS,4,9,2,9,0,1,0.0
DET,1,5,1,5,0,1,0.0
CHA,7,10,2,1,1,0,1.0
DET,4,8,1,3,1,0,1.0
CHA,3,8,1,3,0,1,0.0
MIL,2,8,1,3,0,1,0.0
COL,3,10,3,2,1,0,1.0
MIN,4,9,1,3,1,0,1.0
KCA,3,7,2,4,0,1,0.0
ATL,0,4,0,3,0,1,0.0
NYN,3,4,2,0,1,0,1.0
MIA,3,7,1,5,0,1,0.0
PHI,9,10,3,3,1,0,1.0
CIN,4,13,1,2,1,0,1.0
PIT,2,5,0,4,0,1,0.0
OAK,1,6,1,0,1,0,1.0
SEA,0,6,0,1,0,1,0.0
LAN,2,7,1,0,1,0,1.0
SFN,0,7,0,2,0,1,0.0
CHN,8,16,4,6,1,0,1.0
SLN,6,6,2,8,0,1,0.0
NYA,4,7,0,9,0,1,0.0
TEX,9,9,1,4,1,0,1.0
TBA,1,3,1,4,0,1,0.0
TOR,4,8,1,1,1,0,1.0
CLE,7,9,4,10,0,1,0.0
WAS,10,11,1,7,1,0,1.0
HOU,8,13,3,5,1,0,1.0
ANA,5,8,2,8,0,1,0.0
SDN,0,8,0,1,0,1,0.0
ARI,1,7,0,0,1,0,1.0
BAL,4,6,0,4,0,1,0.0
BOS,5,12,0,3,1,0,1.0
DET,3,7,2,4,0,1,0.0
CHA,5,4,1,3,1,0,1.0
MIL,3,7,2,2,0,1,0.0
COL,4,8,1,3,1,0,1.0
MIN,4,6,3,5,0,1,0.0
KCA,5,9,1,4,1,0,1.0
ATL,6,11,4,7,0,1,0.0
NYN,7,15,3,6,1,0,1.0
MIA,4,7,3,3,1,0,1.0
PHI,3,13,2,4,0,1,0.0
CIN,3,8,3,1,1,0,1.0
PIT,1,7,0,3,0,1,0.0
OAK,1,3,0,3,0,1,0.0
SEA,3,7,1,1,1,0,1.0
LAN,9,12,1,0,1,0,1.0
SFN,0,3,0,9,0,1,0.0
CHN,0,3,0,9,0,1,0.0
SLN,9,9,3,0,1,0,1.0
NYA,1,3,1,4,0,1,0.0
TEX,6,10,0,1,1,0,1.0
TBA,3,9,1,8,0,1,0.0
TOR,8,11,2,3,1,0,1.0
CLE,2,6,1,8,0,1,0.0
WAS,8,14,1,2,1,0,1.0
MIL,3,7,2,3,0,1,0.0
WAS,4,5,1,3,1,0,1.0
TBA,5,7,4,0,1,0,1.0
OAK,1,8,0,5,0,1,0.0
SLN,7,14,1,5,1,0,1.0
ATL,6,9,2,7,0,1,0.0
WAS,0,2,0,5,0,1,0.0
LAN,6,7,2,0,1,0,1.0
SLN,0,6,0,3,0,1,0.0
ATL,3,8,1,0,1,0,1.0
TBA,2,5,0,4,0,1,0.0
HOU,6,9,1,2,1,0,1.0
WAS,4,10,0,2,1,0,1.0
LAN,2,5,1,4,0,1,0.0
MIN,4,7,3,8,0,1,0.0
NYA,10,8,2,4,1,0,1.0
TBA,1,6,0,2,0,1,0.0
HOU,3,10,1,1,1,0,1.0
MIN,2,6,0,8,0,1,0.0
NYA,8,11,1,2,1,0,1.0
ATL,3,7,0,1,1,0,1.0
SLN,1,4,0,3,0,1,0.0
LAN,10,14,3,4,1,0,1.0
WAS,4,6,1,10,0,1,0.0
NYA,5,10,2,1,1,0,1.0
MIN,1,9,1,5,0,1,0.0
ATL,4,8,1,5,0,1,0.0
SLN,5,9,3,1,1,0,1.0
HOU,3,7,1,9,0,1,0.0
TBA,10,12,4,3,1,0,1.0
LAN,1,5,1,6,0,1,0.0
WAS,6,10,1,1,1,0,1.0
HOU,1,6,1,4,0,1,0.0
TBA,4,13,2,1,1,0,1.0
SLN,13,11,0,1,1,0,1.0
ATL,1,6,1,10,0,1,0.0
WAS,7,9,3,3,1,0,1.0
